0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.199758732042228168e-04,1.246467532416287236e-04,2.600021332562197678e-05
1.428847679109579785e-03,9.054190503311203200e-04,2.128178121248962685e-04
3.849178063543978214e-03,2.540776454781568106e-03,6.209537223982589853e-04
8.820440977544710681e-03,6.129710061454487352e-03,1.571632444054890838e-03
1.764443894322437548e-02,1.304636234390146345e-02,3.537192280052736410e-03
3.078168384405435137e-02,2.430455848012126954e-02,6.986954393571062107e-03
4.719325345803047911e-02,3.957163754785916754e-02,1.202474867837827720e-02
6.460029603372709206e-02,5.678538918435632743e-02,1.810845893515373659e-02
8.051704194370369605e-02,7.300768761564779830e-02,2.419551383069062575e-02
9.317359788842270729e-02,8.585125263706637477e-02,2.921975368809624773e-02
1.017605558174242003e-01,9.426727644975875509e-02,3.250395967452156254e-02
1.061617540138442561e-01,9.832633675192958833e-02,3.389130299438437161e-02
1.066048843789530881e-01,9.855738195319103945e-02,3.361940723541340104e-02
1.034592245719698905e-01,9.547856071796649580e-02,3.206700587387058959e-02
9.717740200330218792e-02,8.949950199803272111e-02,2.955117271903312526e-02
8.829972305954600365e-02,8.103356676928055724e-02,2.629151450918184793e-02
7.745558790374258706e-02,7.061943925740139794e-02,2.249349077460384774e-02
6.533078265784360295e-02,5.895188742081298311e-02,1.841427280641439596e-02
5.259704302536225007e-02,4.680381463985416185e-02,1.434151273521195626e-02
3.981835984490024460e-02,3.486753601146559689e-02,1.051762115125187864e-02
2.736010670395938940e-02,2.358125337967903468e-02,7.070217786840606727e-03
1.533346133883411316e-02,1.302548537159907600e-02,3.983723787073676845e-03
3.601414407314510076e-03,2.944480378319717321e-03,1.120435136550050701e-03
-8.080544208072991397e-03,-7.034519277342998755e-03,-1.696494067072510954e-03
-1.980633664086649259e-02,-1.706243917400285942e-02,-4.550578395977701585e-03
-3.161626282101103608e-02,-2.719482571252820891e-02,-7.474815225489912437e-03
-4.354166267365405796e-02,-3.745256615514518106e-02,-1.048831247200770166e-02
-5.562762447828920043e-02,-4.786068611675129564e-02,-1.361146829069061204e-02
-6.793719871954737033e-02,-5.847102799847456178e-02,-1.687240712535636664e-02
-8.053138991684877235e-02,-6.935531969838558408e-02,-2.030759775577131721e-02
-9.343217469024542310e-02,-8.056896880687058893e-02,-2.395134312335206114e-02
-1.065874039402238960e-01,-9.210529615146760551e-02,-2.781598227972159262e-02
-1.198564198647041057e-01,-1.038667913267204562e-01,-3.187314810477582389e-02
-1.330238508823763932e-01,-1.156693224525032343e-01,-3.604482454932659424e-02
-1.458342938192279392e-01,-1.272754143600166865e-01,-4.020560903923017099e-02
-1.580318554825839994e-01,-1.384379411989264119e-01,-4.419269619274419220e-02
-1.693898986363565062e-01,-1.489346088618146158e-01,-4.782018211903432681e-02
-1.797246897288908296e-01,-1.585839252219101714e-01,-5.089691098393005902e-02
-1.888952963985396083e-01,-1.672453740629007979e-01,-5.324842628992997734e-02
-1.967961648102474759e-01,-1.748123349676733163e-01,-5.474152246189115112e-02
-2.033478840011540278e-01,-1.812048143403478251e-01,-5.530589375995781376e-02
-2.084884885702776025e-01,-1.863643674904804370e-01,-5.494559279235954746e-02
-2.121652825590381874e-01,-1.902502069640946980e-01,-5.373605688607069331e-02
-2.143267683272365998e-01,-1.928350317377727496e-01,-5.180829974650361103e-02
-2.149150954060401464e-01,-1.941003981778058607e-01,-4.932616709614191103e-02
-2.138600916151599807e-01,-1.940325489694847416e-01,-4.646311185601847277e-02
-2.110755728344743953e-01,-1.926195190675781821e-01,-4.338287614544414361e-02
-2.064574542863299444e-01,-1.898492824233828646e-01,-4.022599095626860910e-02
-1.998820213649395994e-01,-1.857074692582652287e-01,-3.710230128175460995e-02
-1.912022539361591944e-01,-1.801723482255531694e-01,-3.408881511384211083e-02
-1.802404737848397331e-01,-1.732043915118267885e-01,-3.123174022647631429e-02
-1.667764581501371413e-01,-1.647274081986174754e-01,-2.855138039365743424e-02
-1.505310457676322933e-01,-1.545971752256964926e-01,-2.604858076525535041e-02
-1.311457230062016699e-01,-1.425504917412426520e-01,-2.371172728932408047e-02
-1.081580929227449056e-01,-1.281201848630245110e-01,-2.152404169301159326e-02
-8.096934835246492879e-02,-1.104832207744505801e-01,-1.947203730566622951e-02
-4.878417072579973451e-02,-8.815720536181091693e-02,-1.755563419885105073e-02
-1.048666827113335469e-02,-5.829133161959876297e-02,-1.577775708972007848e-02
3.264423162033350950e-02,-1.585926418797521664e-02,-1.336634542828524404e-02
7.441795587535335321e-02,3.914241274633224743e-02,-5.058123615316545418e-03
1.093030381257866362e-01,8.204593423195583046e-02,5.171443668197640842e-03
1.360532595483306961e-01,1.073705242736796711e-01,1.125175138788074396e-02
1.574148129354512038e-01,1.256642216740376794e-01,1.421619086592923117e-02
1.761139816324880092e-01,1.429352249526171237e-01,1.807152182645974103e-02
1.933473591042447759e-01,1.604735225499147044e-01,2.311692941881322502e-02
2.095121375310040612e-01,1.779321355948995931e-01,2.856745424112458118e-02
2.250749715799162387e-01,1.949062679143038768e-01,3.438200834745314127e-02
2.406617564410504229e-01,2.113563282208795746e-01,4.101039350895260144e-02
2.567506649376549155e-01,2.275891864929358299e-01,4.896773476435017924e-02
2.734485115489631579e-01,2.440380170103863822e-01,5.874733259563819088e-02
2.904484343660694856e-01,2.609621712049760012e-01,7.085748093907112688e-02
3.071126348929590355e-01,2.782256930886931601e-01,8.575169024854462085e-02
3.226497245492075949e-01,2.952677600297484717e-01,1.034930732537312909e-01
3.363369015473570700e-01,3.112503444326062962e-01,1.230446943737116133e-01
3.476775755207668350e-01,3.252403481443940092e-01,1.411977763987907475e-01
3.563730667871732316e-01,3.362125970466984248e-01,1.517733337062775190e-01
3.620423495436252970e-01,3.427274892472096379e-01,1.477252373079083192e-01
3.638142323914160259e-01,3.426113330898915565e-01,1.286273170169058011e-01
3.602080904179332799e-01,3.335671778774342844e-01,1.044425196965920455e-01
3.495708990892207324e-01,3.147886496523062960e-01,8.476519419756672891e-02
3.309061175947164979e-01,2.879908337027600185e-01,7.009224090412172203e-02
3.046579037078471219e-01,2.565997268910576445e-01,5.762940623853320121e-02
2.726775796290319409e-01,2.238241613805508623e-01,4.690173859694614367e-02
2.371375248464233643e-01,1.912906153868619286e-01,3.814712374944546208e-02
1.994280659275799172e-01,1.590702227941377667e-01,3.065085132954556077e-02
1.600841484484930854e-01,1.266371577993544439e-01,2.360734619338606538e-02
1.195329566658751008e-01,9.380164831725205932e-02,1.680087512505779729e-02
7.876816969207461883e-02,6.110538474820075006e-02,1.032335072506135841e-02
3.943626314791952997e-02,2.974245824107477412e-02,4.290953792756806509e-03
3.400919114452356090e-03,1.189847137461181713e-03,-1.158430002630315243e-03
-2.743725559028770133e-02,-2.289227691752012891e-02,-5.740808066762960633e-03
-5.175586041936139359e-02,-4.142855536752777096e-02,-9.240003550059616017e-03
-6.985720917466214930e-02,-5.484991859539077586e-02,-1.173583148206615474e-02
-8.330081557103574674e-02,-6.466681833995140127e-02,-1.355097575294265944e-02
-9.417487727233440908e-02,-7.269355198053888134e-02,-1.507055259559705526e-02
-1.045952688326574481e-01,-8.055780490944017269e-02,-1.662157799726235799e-02
-1.164934376434401675e-01,-8.962586462245930585e-02,-1.846365030865184526e-02
